title,company,location,description,data_science_job
Data Scientist / ML engineer,Codepan GmbH,Berlin-Kreuzberg,\+2 years working experience with industry data science and machine learning projects.A solid understanding of data science and machine learning concepts and…,1.0
Data Scientist / Mathematiker im Consulting (m/w/d),prudsys AG,Chemnitz,Die prudsys AG ist seit mehr als 15 Jahren einer der führenden Anbieter von cloudbasierten KI-Lösungen für den Handel und seit 2017 Teil der GK Software Gruppe.,1.0
Data Scientist mit Schwerpunkt BI (w/m/d),Wawibox,Heidelberg,Hat ein Auge fürs Detail - konzentriertes und sorgfältiges Arbeiten macht Dir Spaß und so sagst Du selbst dirty data den Kampf an.In den Einkauf und ins Lager.,1.0
Data Scientist with Deep Learning proficiency (m/w/d),Enpal GmbH,Berlin-Friedrichshain,You provide insights from data to business users.You create monitoring models for the existing and future data processing pipelines.,1.0
Data Steward (m/w/d),Amadeus FiRe,Hamburg,Data Steward (m/w/d).Im Auftrag eines Handelsunternehmens mit Sitz im Norden von Hamburg suchen wir zum nächstmöglichen Zeitpunkt und im Rahmen der…,0.0
Data Steward (w/m/d) - Helmholtz Metadata Collaboration im Hub Information,Forschungszentrum Jülich,Jülich,"Durchführung von Projekten zur Implementierung der „FAIR-data principles“, unterstützt durch weitere HMC Informatiker.Wir suchen einen hoch motivierten.",0.0
Data Steward - Helmholtz Metadata Collaboration in the Hub Information,Forschungszentrum Jülich,Jülich,"Practical experience with data / research data management and data analysis.HMC offers a unique environment within the Helmholtz Association, in which forward…",0.0
Data Steward Biologicals,Brunel,Biberach an der Riß,Help to implement data standards in source data systems together with the business functions data owners.Ensure successful usage of development data for all…,0.0
Data Steward Biologicals CMC (m/f/d),Hays,Ulm,Help to implement data standards in source data systems together with the business functions data owners.Ensure successful usage of BI development data for all…,0.0
Data Steward Biologicals CMC (m/w/d),Randstad Deutschland,Biberach an der Riß,Help to implement data standards in source data systems together with the business functions data owners.Ensure successful usage of BI development data for all…,0.0
Data Steward Biologicals CMC (m/w/d) Development Biologicals,Modis GmbH,Biberach an der Riß,You will help to implement data standards in source data systems together with the business functions data owners & you ensure successful usage of development…,0.0
Data Strategist (m/w/d),The Retail Performance Company,München,"Rpc – The Retail Performance Company ist eine Beratung, die Unternehmen bei vertrieblichen Fragestellungen unterstützt.Folgen Sie uns auf LinkedIn und XING .",1.0
Data Warehouse Developer (f/m/d),Deutsche Börse,Frankfurt am Main,Devise data verification and quality check and system standard procedures that will be used to support Enterprise DW/BI platforms.Have we piqued your interest?,1.0
Data Warehouse Engineer,Opel Vauxhall Finance,Rüsselsheim,"Responsible for extracting data from various sources, transforming the data as required and loading it to various target (ETL) database(s) and/or structures.",1.0
Data Warehouse Engineer / Developer (m/w/d),Studitemps GmbH,Dormagen,Für einen unserer Partner suchen wir einen engagierten und erfahrenen Data Warehouse Engineer /Developer (m/w/d).,0.0
Database architect and experiment designer (m/f/d),Oerlikon,Feldkirchen,Ensuring all the data complies with legal regulations.Implement and manage company data management practices and policies.Then we are a perfect match.,1.0
Daten Analyst im medizinischen Forschungsbereich,Brunel,Berlin,Interessieren Sie sich für die Analyse von großen Datenmengen und sind sicher im Umgang mit klinischen Studien?,1.0
Datenanalyse & Energiehandel (m/w/d),The Mobility House GmbH,München,Datenanalyse & Energiehandel m/w/d.Teil unserer Vision zu werden - gemeinsam eine emissionsfreie Energie- und.Kochen & Grillen auf unserer Dachterrasse.,1.0
Datenmanager für Pharmakonzern (m/w/d),Herrmann Personaldienste,Leverkusen,Im Mittelpunkt unseres Handelns steht Ihre Zufriedenheit!Die Herrmann GmbH Office + IT Service ist seit 20 Jahren auf die Vermittlung und Überlassung von Fach-…,0.0
Datenmanager für Pharmakonzern (m/w/d),Herrmann Personaldienste GmbH,Leverkusen,Unser Kunde ist ein global führender Konzern aus den Bereichen Pharma und Pflanzenschutz mit weit über 100.000 Beschäftigten.IHR DIREKTER WEG ZU UNS.,0.0
Delivery Lead - Client Access,Adecco Group,Berlin,"A graduate degree in computer science, IT or equivalent.Candidates with an MBA in addition to a bachelor’s degree in computer science and engineering will be…",0.0
Delivery Manager,Templeton and Partners,Darmstadt,"Master degree in computer engineering, computer science or MBA with IT specialization and minimum 8+ years of post-graduate experience.",0.0
Deployment Engineer,Henkel,Düsseldorf,Data science knowledge and experience (especially as it pertains to chemistry/material science) is advantageous.HENKEL IS FOR THOSE WHO STEP UP.,1.0
Deployment Engineer ‏ (d/f/m),Henkel,Düsseldorf,Data science knowledge and experience (especially as it pertains to chemistry/material science) is advantageous.HENKEL IS FOR THOSE WHO STEP UP.,1.0
Desktop Support Engineer,TrailStone Group,Berlin,"A Bachelor's degree in computer science.While archiving data per the company's standard procedures.Software installation/patch management, data import/export…",0.0
DevOps Engineer,Teraki,Berlin,You have experience with deploying and operating secure and highly available microservice-based systems across multiple data centers.We do work that matters!,0.0
DevOps Engineer Cloud (m/f/d),PRISMA European Capacity Platform GmbH,Leipzig,We take care of your personal data.University degree in computer science or related fields.Join our team in Leipzig and help make fair markets happen – as our…,0.0
DevOps Engineer II,LivePerson,Mannheim,"We offer top tier tech & data science colleagues, along with opportunities to push your own limits.You believe data-driven decision making is the norm.",1.0
DevOps Engineer – (Senior) Consultant,Machine Learning Reply,München,At Machine Learning Reply Germany we strive to work on leading-edge data science projects with our clients for which we are seeking DevOps Engineers with a…,1.0
DevOps Engineer*,inform GmbH,Ingolstadt,"Geschlecht egal - Hauptsache, Sie passen zu uns!BERUFSFELD(ER): IT / Big Data.BRINGEN SIE IHRE ZUKUNFT inform!Erfahrung im Automotive-Bereich wünschenswert.",0.0
DevOps-Engineer (Mensch),SMA Development,Jena,Für unser Büro in Jena suchen wir einen Prozessverbesserer an der Schnittstelle von Softwareentwicklung und Systemadministration.,0.0
Developer,VCS Observation,Deutschland,"Zoals kunstmatige intelligentie, deep learning en data science.Zodat zij sneller betere beslissingen kunnen nemen op basis van betrouwbare data.",1.0
Developer (Associate) SAP S/4 HANA (f/m/d) SAP Innovative Business Solutions - Commodity Management,SAP,Walldorf,"Bachelor’s or master’s degree in computer science, business informatics or a related discipline.We at IBSO make innovation real by using the latest…",0.0
Developer (f/m/d) - Secure SDL Integration & Reporting Developer,SAP,Walldorf,"Bachelor’s degree or equivalent in computer science, natural science or a related discipline.Architect, develop and drive implementations to gather data from…",0.0
Developer (f/m/d) - Secure SDL Integration & Reporting Developer,SAP,Walldorf,"Bachelor’s degree or equivalent in computer science, natural science or a related discipline.Architect, develop and drive implementations to gather data from…",0.0
Developer (m/f/d),Alfred-Wegener-Institut für Polar- und Meeresforsc...,Potsdam,Experience with data visualization in web environments.Validation of simulated soil temperatures at specific locations with observed data.,1.0
Developer / Engineer (m/f/d) R&D Robotics (Senior & Principal Level),ABB,Gilching,"PhD, master of science or bachelor of science.Join ABB and work in a team that is dedicated to creating a future where innovative digital technologies allow…",0.0
Developer Relations Manager - Automotive,NVIDIA,München,"This role is for an experienced leader with a strong technical background who believes that deep learning, data science, and artificial intelligence is a new…",1.0
Developer/ Associate - Cloud Platform - Privat Account Connectivity (f/m/d),SAP,Walldorf,The Account Connectivity Team is responsible for creating a service that creates private networks between different IaaS accounts to ensure secure data transfer…,0.0
Development Architect/Senior Engineer Security Logging/Traceability - S/4HANA Cloud Delivery (f/m/d),SAP,Sankt Leon-Rot,"Experience in data protection and in the treatment of personal data during the logging process.Bachelor or master's degree in computer science, natural science…",0.0
Development Engineer (m/w/d) for Audio Signal Processing...,"WS Audiology EMEA, LATAM & Canada",Erlangen,Completed university studies in the field of electrical engineering or computer science with a focus on information or telecommunications technology.,0.0
Development Expert (f/m/d) SAP Data Management team,SAP,Walldorf,You will build a generic and re-usable system that runs complex data processing and data integration pipelines on a Kubernetes-based platform.,1.0
Development Expert (f/m/d) for Business Process Intelligence,SAP,Berlin,"In this role, you’ll iterate quickly with a small but high energy team to gather data from different source systems.Work Area: Software-Design and Development.",1.0
Development Expert (f/m/d) for Spotlight by SAP,SAP,Berlin,"Its focus is to help enterprises improve their business operations and processes in a data-driven way.In this role, you’ll iterate quickly with a small but…",0.0
Development Expert for Data Management - Integration Technologies (f/m/d),SAP,Walldorf,With a focus on data ingestion and connectivity you will support us driving an SAP wide cross-development initiative to define a common data integration…,0.0
Development Manager - Cloud HCM Analytics (f/m/d),SAP,Walldorf,"Bachelors / Master’s in engineering or Computer science or in related fields.Continuously improve the quality of team's work by making data-driven decisions,…",1.0
Development Manager - Cloud HCM Analytics (f/m/d),SAP,Walldorf,"Bachelors / Master’s in engineering or Computer science or in related fields.Continuously improve the quality of team's work by making data-driven decisions,…",1.0
DfT Internship (m/f/d),Apple,München,"Basic understanding in data management tools.Imagine what you could do here.At Apple, new ideas have a way of becoming extraordinary products, services, and…",0.0
Digital Analytics Manager (m/f/d),AVANTGARDE Experts,München,Concept development for data enrichment across different touch points.Good understanding of the analytical process and modern data architectures.,1.0
Digital Analytics Manager (m/w/d),AVANTGARDE Experts,München,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…",1.0
Digital Commerce Lead (m/w/d) DACH,GSK,München,"Data driven: Strong analytic skills with experience in driving and measuring efficiency and efficacy (analytics, data science, business intelligence).",0.0
Digital Product Manager,On AG,Berlin,"Collaboration with relevant team players like engineers, designers and data scientists are a bonus.A degree in engineering, science, business, economics or…",0.0
Digital Project Manager (m/w/x),ZEISS Group,Aalen,"Structure problems, analyze data and identify improvement for the online platform.All of this is supported by a special ownership structure and the long-term…",1.0
Digital Skills Trainer (d/f/m),Sandoz,München,"Degree in computer science, science (medical, pharmaceutical, chemical), medical or commercial (MBA,...) or comparable educations.We are a company of firsts.",0.0
Digital Transformation Expert (m/w/d),GULP Solution Services GmbH,Darmstadt,"Support and drive digitalization projects utilizing latest tools and methods in the area of robotic process automation, big data analytics, data warehousing and…",1.0
Director (m/f/d) Global Product Strategy,Fresenius GRD,Bad Homburg vor der Höhe,"University degree in engineering or natural science, preferably in bio- or industrial engineering.It will be on you to drive insightful fact-based data…",0.0
Director IT & Data Services (m/f/d),Internetstores,Deutschland,"Oversee and manage the company´s technical data strategy and setup including data warehouses, data lakes and data services.What your tasks will be.",1.0
Director Key Account Management (m/w/d),alexanderthamm,München,"Wir suchen dich ab sofort, bevorzugt am Standort München oder Stuttgart.Data und AI gestalten unseren Alltag.Data ist auch in deiner DNA?",0.0
